;plots;sp;obs;dark07;Predictions.log10MDD
1;AL01;Acalypha.brasiliensis;0;1;0.857998697
2;AL01;Aeschynomene.martii;0;1;0.857998697
3;AL01;Agonandra.brasiliensis;0;0;0.857998697
4;AL01;Albizia.inundata;0;0;0.857998697
5;AL01;Albizia.niopoides;0;0;0.857998697
6;AL01;Albizia.polycephala;0;0;0.857998697
7;AL01;Alibertia.edulis;0;0;2.349410474
8;AL01;Allamanda.blanchetii;0;1;0.857998697
9;AL01;Allophylus.edulis;0;0;2.349410474
10;AL01;Allophylus.quercifolius;0;1;2.349410474
11;AL01;Allophylus.racemosus;0;0;2.349410474
12;AL01;Alseis.floribunda;0;1;0.857998697
13;AL01;Alternanthera.brasiliana;0;0;0.857998697
14;AL01;Alternanthera.tenella;0;0;0.857998697
15;AL01;Amasonia.campestris;0;0;0.857998697
16;AL01;Amburana.cearensis;0;0;0.857998697
17;AL01;Anacardium.occidentale;0;0;0.857998697
18;AL01;Anadenanthera.colubrina;0;0;0.857998697
19;AL01;Anisacanthus.trilobus;0;0;0.857998697
20;AL01;Annona.leptopetala;0;0;0.857998697
21;AL01;Annona.vepretorum;0;1;2.349410474
22;AL01;Apuleia.leiocarpa;0;0;0.857998697
23;AL01;Aralia.warmingiana;0;0;0.857998697
24;AL01;Arrojadoa.rhodantha;0;1;0.857998697
25;AL01;Aspidosperma.cuspa;0;0;2.033641452
26;AL01;Aspidosperma.discolor;0;0;0.857998697
27;AL01;Aspidosperma.multiflorum;0;0;2.033641452
28;AL01;Aspidosperma.pyrifolium;0;1;0.857998697
29;AL01;Aspidosperma.subincanum;0;0;0.857998697
30;AL01;Astronium.fraxinifolium;0;0;0.857998697
31;AL01;Astronium.urundeuva;0;1;0.857998697
32;AL01;Averrhoidium.gardnerianum;0;1;2.349410474
33;AL01;Balfourodendron.molle;0;1;0.857998697
34;AL01;Barnebya.harleyi;0;0;0.857998697
35;AL01;Bauhinia.acuruana;0;0;0.857998697
36;AL01;Bauhinia.cheilantha;0;1;1.224017133
37;AL01;Bauhinia.dubia;0;0;0.857998697
38;AL01;Bauhinia.forficata;0;0;0.857998697
39;AL01;Bauhinia.pentandra;0;0;1.224017133
40;AL01;Bauhinia.pulchella;0;0;1.224017133
41;AL01;Bauhinia.subclavata;0;0;0.857998697
42;AL01;Bauhinia.ungulata;0;0;1.224017133
43;AL01;Begonia.saxicola;0;0;0.857998697
44;AL01;Borreria.verticillata;0;0;0.857998697
45;AL01;Bougainvillea.praecox;0;0;0.857998697
46;AL01;Bowdichia.virgilioides;0;0;1.224017133
47;AL01;Brosimum.gaudichaudii;0;0;2.349410474
48;AL01;Brunfelsia.uniflora;0;1;0.857998697
49;AL01;Buchenavia.tetraphylla;0;0;0.857998697
50;AL01;Byrsonima.gardneriana;1;0;2.349410474
51;AL01;Byrsonima.sericea;0;0;2.349410474
52;AL01;Byrsonima.vacciniifolia;0;0;2.349410474
53;AL01;Calliandra.aeschynomenoides;0;1;0.857998697
54;AL01;Calliandra.depauperata;0;1;0.857998697
55;AL01;Calliandra.umbellifera;0;0;0.857998697
56;AL01;Callisthene.fasciculata;0;0;0.857998697
57;AL01;Callisthene.microphylla;0;0;2.033641452
58;AL01;Campomanesia.aromatica;0;0;0.857998697
59;AL01;Campomanesia.eugenioides;0;1;2.349410474
60;AL01;Campomanesia.velutina;0;0;0.857998697
61;AL01;Capsicum.parvifolium;0;0;0.857998697
62;AL01;Casearia.guianensis;0;0;2.349410474
63;AL01;Casearia.selloana;0;0;2.349410474
64;AL01;Casearia.sylvestris;0;0;2.349410474
65;AL01;Cassia.ferruginea;0;0;0.857998697
66;AL01;Cavanillesia.umbellata;0;0;0.857998697
67;AL01;Cecropia.pachystachya;0;1;0.857998697
68;AL01;Cedrela.fissilis;0;0;0.857998697
69;AL01;Cedrela.odorata;0;1;0.857998697
70;AL01;Ceiba.glaziovii;0;1;0.857998697
71;AL01;Ceiba.pubiflora;0;0;0.857998697
72;AL01;Celtis.brasiliensis;0;0;2.349410474
73;AL01;Celtis.iguanaea;0;0;2.349410474
74;AL01;Cenostigma.bracteosum;0;0;1.224017133
75;AL01;Cenostigma.macrophyllum;0;0;1.224017133
76;AL01;Cenostigma.microphyllum;0;0;1.224017133
77;AL01;Cenostigma.nordestinum;0;0;1.224017133
78;AL01;Cenostigma.pluviosum;0;0;1.224017133
79;AL01;Cenostigma.pyramidale;1;0;1.224017133
80;AL01;Centrolobium.sclerophyllum;0;0;0.857998697
81;AL01;Cereus.albicaulis;0;0;0.857998697
82;AL01;Cereus.jamacaru;0;1;0.857998697
83;AL01;Chamaecrista.amiciella;1;0;0.857998697
84;AL01;Chamaecrista.belemii;0;1;0.857998697
85;AL01;Chamaecrista.calycioides;0;0;0.857998697
86;AL01;Chamaecrista.desvauxii;0;0;0.857998697
87;AL01;Chamaecrista.duckeana;0;0;0.857998697
88;AL01;Chamaecrista.eitenorum;0;0;1.224017133
89;AL01;Chamaecrista.flexuosa;0;0;0.857998697
90;AL01;Chamaecrista.nictitans;0;0;0.857998697
91;AL01;Chamaecrista.ramosa;0;0;0.857998697
92;AL01;Chamaecrista.zygophylloides;0;0;0.857998697
93;AL01;Chiococca.alba;0;0;0.857998697
94;AL01;Chloroleucon.dumosum;0;0;0.857998697
95;AL01;Chloroleucon.foliolosum;0;1;1.590035568
96;AL01;Chloroleucon.mangense;0;0;1.064206894
97;AL01;Chloroleucon.tortum;0;0;1.064206894
98;AL01;Chomelia.obtusa;0;0;2.349410474
99;AL01;Chrysophyllum.marginatum;0;0;2.349410474
100;AL01;Clidemia.hirta;0;0;1.112835165
101;AL01;Clusia.nemorosa;0;0;2.349410474
102;AL01;Cnidoscolus.bahianus;0;1;1.43022533
103;AL01;Cnidoscolus.oligandrus;0;0;1.590035568
104;AL01;Cnidoscolus.pubescens;0;1;1.590035568
105;AL01;Cnidoscolus.quercifolius;0;1;1.43022533
106;AL01;Cnidoscolus.vitifolius;0;0;1.43022533
107;AL01;Coccoloba.schwackeana;0;0;2.349410474
108;AL01;Cochlospermum.regium;0;0;1.590035568
109;AL01;Cochlospermum.vitifolium;0;0;2.033641452
110;AL01;Colicodendron.yco;0;1;1.590035568
111;AL01;Colubrina.cordifolia;0;0;1.224017133
112;AL01;Combretum.duarteanum;0;0;1.590035568
113;AL01;Combretum.glaucocarpum;0;0;2.033641452
114;AL01;Combretum.hilarianum;0;0;1.590035568
115;AL01;Combretum.lanceolatum;0;0;1.590035568
116;AL01;Combretum.laxum;0;0;2.033641452
117;AL01;Combretum.leprosum;0;0;2.033641452
118;AL01;Combretum.mellifluum;0;0;2.033641452
119;AL01;Combretum.monetaria;0;1;2.033641452
120;AL01;Commiphora.leptophloeos;0;1;2.349410474
121;AL01;Conocliniopsis.prasiifolia;0;0;1.590035568
122;AL01;Copaifera.coriacea;0;0;2.349410474
123;AL01;Copaifera.langsdorffii;0;0;1.590035568
124;AL01;Copaifera.martii;0;0;2.349410474
125;AL01;Copernicia.prunifera;0;0;1.590035568
126;AL01;Corchorus.hirtus;0;0;1.590035568
127;AL01;Cordia.glabrata;0;1;1.590035568
128;AL01;Cordia.glazioviana;0;0;1.590035568
129;AL01;Cordia.incognita;0;0;1.590035568
130;AL01;Cordia.oncocalyx;0;0;1.590035568
131;AL01;Cordia.rufescens;0;0;1.590035568
132;AL01;Cordia.trichotoma;0;1;1.590035568
133;AL01;Cordiera.concolor;0;1;1.590035568
134;AL01;Cordiera.rigida;0;1;1.590035568
135;AL01;Cordiera.sessilis;0;1;1.590035568
136;AL01;Coutarea.hexandra;0;0;2.033641452
137;AL01;Cratylia.mollis;0;0;1.590035568
138;AL01;Crotalaria.bahiensis;0;0;1.590035568
139;AL01;Crotalaria.holosericea;0;1;1.590035568
140;AL01;Croton.adamantinus;0;0;1.590035568
141;AL01;Croton.adenocalyx;0;0;1.590035568
142;AL01;Croton.adenodontus;0;0;1.590035568
143;AL01;Croton.betaceus;0;0;1.590035568
144;AL01;Croton.blanchetianus;0;0;1.224017133
145;AL01;Croton.campestris;0;0;1.590035568
146;AL01;Croton.conduplicatus;0;1;1.590035568
147;AL01;Croton.echioides;0;1;1.590035568
148;AL01;Croton.grewioides;0;0;1.590035568
149;AL01;Croton.heliotropiifolius;0;1;1.590035568
150;AL01;Croton.jacobinensis;0;0;1.590035568
151;AL01;Croton.micans;0;1;1.590035568
152;AL01;Croton.mollis;0;0;1.590035568
153;AL01;Croton.nepetifolius;0;0;1.667623016
154;AL01;Croton.rudolphianus;0;1;1.667623016
155;AL01;Croton.tricolor;0;0;1.667623016
156;AL01;Croton.urticifolius;0;1;1.667623016
157;AL01;Cupania.impressinervia;0;0;1.667623016
158;AL01;Cuphea.campestris;0;0;1.667623016
159;AL01;Curatella.americana;0;0;2.349410474
160;AL01;Cuspidaria.lateriflora;0;0;1.667623016
161;AL01;Cynophalla.flexuosa;1;0;1.667623016
162;AL01;Cynophalla.hastata;0;0;1.667623016
163;AL01;Cyrtocarpa.caatingae;0;0;2.349410474
164;AL01;Dahlstedtia.araripensis;0;0;1.667623016
165;AL01;Dalbergia.cearensis;0;0;1.667623016
166;AL01;Dalbergia.frutescens;0;0;1.667623016
167;AL01;Desmanthus.virgatus;0;0;1.667623016
168;AL01;Desmodium.glabrum;0;0;1.667623016
169;AL01;Dilodendron.bipinnatum;0;0;1.667623016
170;AL01;Ditaxis.desertorum;0;1;1.667623016
171;AL01;Ditaxis.malpighiacea;0;1;1.667623016
172;AL01;Enterolobium.contortisiliquum;0;0;1.667623016
173;AL01;Enterolobium.timbouva;0;1;1.667623016
174;AL01;Ephedranthus.pisocarpus;0;0;2.349410474
175;AL01;Eplingiella.fruticosa;0;1;1.667623016
176;AL01;Eremanthus.capitatus;0;0;1.667623016
177;AL01;Erythrina.velutina;0;0;1.667623016
178;AL01;Erythroxylum.barbatum;0;0;2.349410474
179;AL01;Erythroxylum.betulaceum;0;0;1.667623016
180;AL01;Erythroxylum.caatingae;0;1;2.349410474
181;AL01;Erythroxylum.deciduum;0;0;2.349410474
182;AL01;Erythroxylum.laetevirens;0;0;1.667623016
183;AL01;Erythroxylum.maracasense;0;0;2.349410474
184;AL01;Erythroxylum.pungens;0;0;2.349410474
185;AL01;Erythroxylum.revolutum;0;1;2.349410474
186;AL01;Erythroxylum.suberosum;0;0;2.349410474
187;AL01;Erythroxylum.subrotundum;0;1;2.349410474
188;AL01;Eugenia.aurata;0;0;2.349410474
189;AL01;Eugenia.azuruensis;0;0;1.983392038
190;AL01;Eugenia.candolleana;0;1;2.349410474
191;AL01;Eugenia.dysenterica;0;0;2.349410474
192;AL01;Eugenia.flavescens;0;0;2.349410474
193;AL01;Eugenia.florida;0;0;2.349410474
194;AL01;Eugenia.ligustrina;0;1;1.983392038
195;AL01;Eugenia.punicifolia;0;0;1.983392038
196;AL01;Eugenia.pyriformis;0;1;2.349410474
197;AL01;Eugenia.stictopetala;0;0;2.349410474
198;AL01;Eugenia.uniflora;0;0;1.983392038
199;AL01;Euphorbia.comosa;0;0;1.983392038
200;AL01;Euphorbia.phosphorea;0;1;1.983392038
201;AL01;Fraunhofera.multiflora;0;0;1.224017133
202;AL01;Fridericia.dispar;0;0;1.983392038
203;AL01;Geoffroea.spinosa;0;0;1.983392038
204;AL01;Godmania.dardanoi;0;0;1.983392038
205;AL01;Goniorrhachis.marginata;0;0;1.983392038
206;AL01;Guapira.graciliflora;0;0;2.349410474
207;AL01;Guapira.laxa;0;1;2.349410474
208;AL01;Guapira.noxia;0;1;2.349410474
209;AL01;Guapira.opposita;0;0;2.349410474
210;AL01;Guapira.tomentosa;0;1;2.349410474
211;AL01;Guazuma.ulmifolia;0;0;1.983392038
212;AL01;Guettarda.angelica;0;1;2.349410474
213;AL01;Guettarda.platypoda;0;1;1.983392038
214;AL01;Guettarda.sericea;0;0;1.983392038
215;AL01;Guettarda.viburnoides;0;0;2.349410474
216;AL01;Handroanthus.chrysotrichus;0;0;1.983392038
217;AL01;Handroanthus.heptaphyllus;0;0;1.983392038
218;AL01;Handroanthus.impetiginosus;0;0;1.983392038
219;AL01;Handroanthus.ochraceus;0;0;1.983392038
220;AL01;Handroanthus.serratifolius;0;0;1.983392038
221;AL01;Handroanthus.spongiosus;0;0;1.983392038
222;AL01;Harpochilus.neesianus;0;1;1.983392038
223;AL01;Harrisia.adscendens;0;1;1.983392038
224;AL01;Helicteres.baruensis;0;0;1.983392038
225;AL01;Helicteres.brevispira;0;1;1.224017133
226;AL01;Helicteres.eichleri;0;1;1.983392038
227;AL01;Helicteres.heptandra;0;0;1.983392038
228;AL01;Helicteres.muscosa;0;0;1.983392038
229;AL01;Helicteres.velutina;0;0;1.983392038
230;AL01;Heteropterys.trichanthera;0;0;1.983392038
231;AL01;Hexasepalum.apiculatum;0;0;1.983392038
232;AL01;Hirtella.racemosa;0;0;2.349410474
233;AL01;Homalolepis.cuneata;0;0;1.983392038
234;AL01;Hymenaea.courbaril;0;0;1.983392038
235;AL01;Hymenaea.eriogyne;0;0;2.349410474
236;AL01;Hymenaea.martiana;0;0;1.983392038
237;AL01;Hymenaea.stigonocarpa;0;0;1.983392038
238;AL01;Hymenaea.velutina;0;0;2.349410474
239;AL01;Ilex.brevicuspis;0;0;1.983392038
240;AL01;Indigofera.suffruticosa;0;1;1.983392038
241;AL01;Inga.vera;0;0;1.983392038
242;AL01;Jacaranda.brasiliana;0;0;1.983392038
243;AL01;Jacaranda.jasminoides;0;0;1.983392038
244;AL01;Jacaranda.rugosa;0;0;1.983392038
245;AL01;Jacaratia.corumbensis;0;0;2.349410474
246;AL01;Jatropha.mollissima;0;1;1.43022533
247;AL01;Jatropha.mutabilis;0;1;1.43022533
248;AL01;Jatropha.ribifolia;0;1;1.983392038
249;AL01;Justicia.aequilabris;0;0;1.983392038
250;AL01;Krameria.tomentosa;0;0;1.983392038
251;AL01;Lachesiodendron.viridiflorum;0;0;1.983392038
252;AL01;Lafoensia.glyptocarpa;0;0;1.983392038
253;AL01;Lafoensia.pacari;0;0;1.983392038
254;AL01;Lantana.canescens;0;1;1.983392038
255;AL01;Lantana.fucata;0;0;1.983392038
256;AL01;Lepidaploa.chalybaea;0;1;1.983392038
257;AL01;Lepidaploa.cotoneaster;0;1;1.983392038
258;AL01;Leptohyptis.calida;0;0;1.983392038
259;AL01;Leptoscela.ruellioides;0;0;1.983392038
260;AL01;Leucochloron.limae;0;0;0.746816729
261;AL01;Libidibia.ferrea;1;0;1.983392038
262;AL01;Lindackeria.ovata;0;0;1.983392038
263;AL01;Lippia.alba;0;0;1.983392038
264;AL01;Lippia.grata;0;1;1.983392038
265;AL01;Lippia.origanoides;0;1;1.983392038
266;AL01;Lonchocarpus.sericeus;0;1;1.983392038
267;AL01;Luehea.candicans;0;0;2.033641452
268;AL01;Luehea.divaricata;0;0;1.983392038
269;AL01;Luehea.grandiflora;0;0;2.033641452
270;AL01;Luehea.paniculata;0;0;1.983392038
271;AL01;Luetzelburgia.auriculata;0;0;1.983392038
272;AL01;Machaerium.acutifolium;0;0;1.983392038
273;AL01;Machaerium.brasiliense;0;0;2.033641452
274;AL01;Machaerium.hirtum;0;0;1.983392038
275;AL01;Machaerium.scleroxylon;0;0;1.983392038
276;AL01;Machaerium.villosum;0;0;1.983392038
277;AL01;Machaonia.acuminata;0;1;1.224017133
278;AL01;Maclura.tinctoria;0;0;2.349410474
279;AL01;Magonia.pubescens;0;0;1.983392038
280;AL01;Malvastrum.tomentosum;0;1;1.983392038
281;AL01;Mandevilla.dardanoi;0;0;1.983392038
282;AL01;Mandevilla.tenuifolia;0;0;1.983392038
283;AL01;Manihot.anomala;0;0;2.349410474
284;AL01;Manihot.caerulescens;0;0;2.349410474
285;AL01;Manihot.carthagenensis;0;1;2.349410474
286;AL01;Manihot.dichotoma;0;1;1.983392038
287;AL01;Manihot.glaziovii;0;1;1.983392038
288;AL01;Manihot.leptopoda;0;0;1.983392038
289;AL01;Manilkara.rufula;0;0;1.983392038
290;AL01;Maprounea.guianensis;0;1;1.983392038
291;AL01;Marsdenia.loniceroides;0;0;1.983392038
292;AL01;Medusantha.martiusii;0;0;1.983392038
293;AL01;Melocactus.zehntneri;0;1;1.983392038
294;AL01;Melochia.tomentosa;1;0;1.983392038
295;AL01;Microdesmia.rigida;0;0;1.983392038
296;AL01;Microstachys.corniculata;0;0;1.983392038
297;AL01;Microtea.glochidiata;0;0;1.983392038
298;AL01;Mimosa.acutistipula;0;0;1.224017133
299;AL01;Mimosa.arenosa;1;0;1.224017133
300;AL01;Mimosa.caesalpiniifolia;0;0;1.224017133
301;AL01;Mimosa.hexandra;1;0;1.224017133
302;AL01;Mimosa.invisa;0;0;1.983392038
303;AL01;Mimosa.lewisii;0;0;1.983392038
304;AL01;Mimosa.ophthalmocentra;0;1;1.224017133
305;AL01;Mimosa.paraibana;0;0;1.983392038
306;AL01;Mimosa.pigra;0;0;1.983392038
307;AL01;Mimosa.pteridifolia;0;0;1.224017133
308;AL01;Mimosa.sensitiva;0;0;2.399659888
309;AL01;Mimosa.tenuiflora;0;1;1.224017133
310;AL01;Mimosa.verrucosa;0;0;2.399659888
311;AL01;Monteverdia.imbricata;0;0;2.399659888
312;AL01;Monteverdia.obtusifolia;0;0;1.224017133
313;AL01;Monteverdia.rigida;1;0;1.224017133
314;AL01;Moquiniastrum.oligocephalum;0;0;2.033641452
315;AL01;Muellera.campestris;0;1;2.399659888
316;AL01;Muellera.obtusa;0;1;0.746816729
317;AL01;Myrcia.guianensis;0;0;2.349410474
318;AL01;Myrcia.multiflora;0;0;2.349410474
319;AL01;Myrcia.splendens;0;0;2.399659888
320;AL01;Myrcia.tomentosa;0;0;2.349410474
321;AL01;Myriopus.rubicundus;0;1;2.399659888
322;AL01;Neocalyptrocalyx.longifolium;0;1;2.399659888
323;AL01;Ouratea.parvifolia;0;0;2.399659888
324;AL01;Oxalis.psoraleoides;0;0;2.399659888
325;AL01;Paliavana.tenuiflora;0;0;2.399659888
326;AL01;Parapiptadenia.zehntneri;1;0;1.224017133
327;AL01;Parkia.platycephala;0;0;2.399659888
328;AL01;Pavonia.blanchetiana;0;0;2.399659888
329;AL01;Pavonia.glazioviana;0;0;2.399659888
330;AL01;Pavonia.varians;0;1;2.399659888
331;AL01;Peixotoa.jussieuana;0;0;2.399659888
332;AL01;Peltogyne.confertiflora;0;0;2.399659888
333;AL01;Peltogyne.pauciflora;0;1;2.399659888
334;AL01;Peltophorum.dubium;0;0;2.399659888
335;AL01;Pereskia.bahiensis;0;0;2.349410474
336;AL01;Pilocarpus.spicatus;0;0;1.224017133
337;AL01;Pilosocereus.catingicola;0;1;2.349410474
338;AL01;Pilosocereus.pachycladus;1;0;2.349410474
339;AL01;Pilosocereus.piauhyensis;0;0;2.399659888
340;AL01;Pilosocereus.tuberculatus;0;1;2.399659888
341;AL01;Piptadenia.retusa;0;1;1.224017133
342;AL01;Piriqueta.sidifolia;0;0;2.399659888
343;AL01;Pithecellobium.diversifolium;0;1;2.349410474
344;AL01;Pityrocarpa.moniliformis;1;0;1.224017133
345;AL01;Pityrocarpa.obliqua;0;0;2.399659888
346;AL01;Plathymenia.reticulata;0;0;2.033641452
347;AL01;Platymiscium.floribundum;0;0;2.399659888
348;AL01;Platypodium.elegans;0;0;2.715428909
349;AL01;Pleroma.heteromallum;0;0;2.715428909
350;AL01;Plumbago.scandens;0;1;2.715428909
351;AL01;Poecilanthe.ulei;0;1;1.224017133
352;AL01;Poeppigia.procera;0;1;2.715428909
353;AL01;Prockia.crucis;0;1;2.349410474
354;AL01;Pseudobombax.longiflorum;0;0;2.715428909
355;AL01;Pseudobombax.marginatum;0;0;2.715428909
356;AL01;Pseudobombax.simplicifolium;0;0;2.715428909
357;AL01;Psidium.appendiculatum;0;1;2.715428909
358;AL01;Psidium.myrtoides;0;0;2.715428909
359;AL01;Psidium.schenckianum;0;1;2.349410474
360;AL01;Pterocarpus.villosus;0;0;2.715428909
361;AL01;Pterodon abruptus (Moric.) Benth.;0;0;NA
362;AL01;Pterogyne.nitens;0;0;2.715428909
363;AL01;Ptilochaeta.bahiensis;0;1;2.715428909
364;AL01;Qualea.grandiflora;0;0;2.033641452
365;AL01;Qualea.parviflora;0;0;2.033641452
366;AL01;Randia.armata;0;1;2.349410474
367;AL01;Rhamnidium.elaeocarpum;0;0;2.715428909
368;AL01;Rhamnidium.molle;0;1;2.349410474
369;AL01;Ruellia.asperula;0;1;2.715428909
370;AL01;Ruellia.bahiensis;0;1;2.715428909
371;AL01;Ruellia.geminiflora;0;0;2.715428909
372;AL01;Ruellia.paniculata;0;0;2.715428909
373;AL01;Ruprechtia.laxiflora;0;1;2.715428909
374;AL01;Sapindus.saponaria;0;0;2.715428909
375;AL01;Sapium.argutum;0;0;2.349410474
376;AL01;Sapium.glandulosum;0;1;2.349410474
377;AL01;Sarcomphalus.joazeiro;0;1;2.715428909
378;AL01;Schinopsis.brasiliensis;1;0;2.715428909
379;AL01;Schinus.terebinthifolia;0;0;2.349410474
380;AL01;Schoepfia.brasiliensis;0;1;2.349410474
381;AL01;Sebastiania.brasiliensis;0;0;2.349410474
382;AL01;Sebastiania.macrocarpa;0;1;2.349410474
383;AL01;Senegalia.bahiensis;1;0;1.224017133
384;AL01;Senegalia.langsdorffii;0;0;1.224017133
385;AL01;Senegalia.martii;0;0;1.224017133
386;AL01;Senegalia.piauhiensis;0;1;1.224017133
387;AL01;Senegalia.polyphylla;0;0;1.224017133
388;AL01;Senegalia.riparia;0;0;2.715428909
389;AL01;Senegalia.tenuifolia;0;1;2.715428909
390;AL01;Senna.acuruensis;0;0;1.224017133
391;AL01;Senna.alata;0;1;1.224017133
392;AL01;Senna.aurantia;0;0;2.715428909
393;AL01;Senna.cana;0;0;2.349410474
394;AL01;Senna.cearensis;0;0;1.224017133
395;AL01;Senna.gardneri;0;0;1.224017133
396;AL01;Senna.macranthera;0;1;2.349410474
397;AL01;Senna.martiana;0;1;2.715428909
398;AL01;Senna.occidentalis;0;0;2.715428909
399;AL01;Senna.rizzinii;0;1;2.715428909
400;AL01;Senna.spectabilis;0;1;2.715428909
401;AL01;Senna.splendida;0;0;2.715428909
402;AL01;Senna.trachypus;0;0;1.224017133
403;AL01;Sesbania.exasperata;0;0;2.715428909
404;AL01;Sida.ciliaris;0;0;2.715428909
405;AL01;Sida.galheirensis;0;1;2.715428909
406;AL01;Sida.glomerata;0;0;2.715428909
407;AL01;Sida.spinosa;0;0;2.715428909
408;AL01;Sidastrum.paniculatum;0;0;2.715428909
409;AL01;Sideroxylon.obtusifolium;0;1;2.349410474
410;AL01;Solanum.crinitum;0;0;2.349410474
411;AL01;Solanum.gardneri;0;1;2.715428909
412;AL01;Solanum.megalonyx;0;1;2.715428909
413;AL01;Solanum.paludosum;0;0;2.715428909
414;AL01;Solanum.paniculatum;0;1;2.715428909
415;AL01;Solanum.rhytidoandrum;0;0;2.715428909
416;AL01;Solanum.stipulaceum;0;1;2.349410474
417;AL01;Spondias.mombin;0;1;2.715428909
418;AL01;Spondias.tuberosa;0;1;2.349410474
419;AL01;Stachytarpheta.coccinea;0;0;2.715428909
420;AL01;Sterculia.striata;0;0;2.715428909
421;AL01;Stigmaphyllon.paralias;0;0;2.715428909
422;AL01;Stillingia.trapezoidea;0;0;2.715428909
423;AL01;Strychnos.rubiginosa;0;0;2.715428909
424;AL01;Stylosanthes.humilis;0;0;2.715428909
425;AL01;Stylosanthes.viscosa;0;1;2.715428909
426;AL01;Swartzia.flaemingii;0;0;2.715428909
427;AL01;Sweetia.fruticosa;0;0;2.715428909
428;AL01;Syagrus.cearensis;0;0;2.715428909
429;AL01;Syagrus.coronata;0;1;2.715428909
430;AL01;Syagrus.oleracea;0;0;2.715428909
431;AL01;Tabebuia.aurea;0;1;2.715428909
432;AL01;Tabebuia.reticulata;0;0;2.715428909
433;AL01;Tabebuia.roseoalba;0;0;2.715428909
434;AL01;Tacinga.inamoena;0;0;2.715428909
435;AL01;Tacinga.palmadora;0;1;2.715428909
436;AL01;Talisia.esculenta;0;0;2.715428909
437;AL01;Terminalia.actinophylla;0;0;2.715428909
438;AL01;Terminalia.fagifolia;0;0;2.715428909
439;AL01;Terminalia.tetraphylla;0;0;2.715428909
440;AL01;Tocoyena.formosa;0;1;2.715428909
441;AL01;Tocoyena.sellowiana;0;1;2.349410474
442;AL01;Tragia.volubilis;0;1;2.715428909
443;AL01;Trema.micrantha;0;0;2.715428909
444;AL01;Trichilia.elegans;0;0;2.349410474
445;AL01;Trichilia.hirta;0;0;2.349410474
446;AL01;Trigonia.nivea;0;1;2.715428909
447;AL01;Triplaris.gardneriana;0;0;2.715428909
448;AL01;Trischidium.molle;0;0;1.224017133
449;AL01;Turnera.blanchetiana;0;0;2.715428909
450;AL01;Turnera.calyptrocarpa;0;1;2.715428909
451;AL01;Turnera.cearensis;0;0;2.715428909
452;AL01;Turnera.diffusa;0;0;2.715428909
453;AL01;Vachellia.farnesiana;0;1;2.715428909
454;AL01;Varronia.curassavica;0;0;2.715428909
455;AL01;Varronia.dardani;0;0;2.715428909
456;AL01;Varronia.globosa;0;1;2.715428909
457;AL01;Varronia.leucocephala;0;1;2.715428909
458;AL01;Varronia.leucomalloides;0;0;2.715428909
459;AL01;Varronia.multispicata;0;0;2.715428909
460;AL01;Vatairea.macrocarpa;0;0;2.715428909
461;AL01;Verbesina.macrophylla;0;1;2.715428909
462;AL01;Vitex.cymosa;0;0;2.715428909
463;AL01;Vitex.gardneriana;0;0;2.349410474
464;AL01;Vitex.polygama;0;0;2.349410474
465;AL01;Vitex.rufescens;0;0;2.715428909
466;AL01;Vitex.schaueriana;0;0;2.715428909
467;AL01;Waltheria.brachypetala;0;0;2.715428909
468;AL01;Waltheria.ferruginea;0;0;2.715428909
469;AL01;Waltheria.rotundifolia;0;0;2.715428909
470;AL01;Wedelia.villosa;0;0;2.715428909
471;AL01;Wissadula.amplissima;0;0;2.715428909
472;AL01;Wissadula.contracta;0;0;2.715428909
473;AL01;Ximenia.americana;0;0;2.349410474
474;AL01;Ximenia.intermedia;0;0;2.715428909
475;AL01;Xiquexique.gounellei;1;0;2.715428909
476;AL01;Xylosma.ciliatifolia;0;0;2.349410474
477;AL01;Zanthoxylum.hamadryadicum;0;0;2.715428909
478;AL01;Zanthoxylum.petiolare;0;0;2.715428909
479;AL01;Zanthoxylum.rhoifolium;0;0;2.715428909
480;AL01;Zanthoxylum.riedelianum;0;0;2.715428909
481;AL01;Zanthoxylum.stelligerum;0;0;2.715428909
482;AL01;Zeyheria.tuberculosa;0;0;2.715428909
483;AL01;Ziziphus.cotinifolia;0;1;2.715428909
484;AL02;Acalypha.brasiliensis;0;1;0.857998697
485;AL02;Aeschynomene.martii;0;0;0.857998697
486;AL02;Agonandra.brasiliensis;0;0;0.857998697
487;AL02;Albizia.inundata;0;0;0.857998697
488;AL02;Albizia.niopoides;0;0;0.857998697
489;AL02;Albizia.polycephala;0;0;0.857998697
490;AL02;Alibertia.edulis;0;0;2.349410474
491;AL02;Allamanda.blanchetii;0;1;0.857998697
492;AL02;Allophylus.edulis;0;0;2.349410474
493;AL02;Allophylus.quercifolius;0;1;2.349410474
494;AL02;Allophylus.racemosus;0;0;2.349410474
495;AL02;Alseis.floribunda;0;1;0.857998697
496;AL02;Alternanthera.brasiliana;0;0;0.857998697
497;AL02;Alternanthera.tenella;0;0;0.857998697
498;AL02;Amasonia.campestris;0;0;0.857998697
499;AL02;Amburana.cearensis;0;0;0.857998697
500;AL02;Anacardium.occidentale;0;0;0.857998697
501;AL02;Anadenanthera.colubrina;0;0;0.857998697
502;AL02;Anisacanthus.trilobus;0;0;0.857998697
503;AL02;Annona.leptopetala;0;1;0.857998697
504;AL02;Annona.vepretorum;0;1;2.349410474
