;plots;sp;obs;dark07;Predictions.log10MDD
38401;PB33;Jacaranda.rugosa;0;0;1.983392038
38402;PB33;Jacaratia.corumbensis;0;0;2.349410474
38403;PB33;Jatropha.mollissima;1;0;1.43022533
38404;PB33;Jatropha.mutabilis;0;0;1.43022533
38405;PB33;Jatropha.ribifolia;0;0;1.983392038
38406;PB33;Justicia.aequilabris;0;0;1.983392038
38407;PB33;Krameria.tomentosa;0;0;1.983392038
38408;PB33;Lachesiodendron.viridiflorum;0;0;1.983392038
38409;PB33;Lafoensia.glyptocarpa;0;0;1.983392038
38410;PB33;Lafoensia.pacari;0;0;1.983392038
38411;PB33;Lantana.canescens;0;0;1.983392038
38412;PB33;Lantana.fucata;0;1;1.983392038
38413;PB33;Lepidaploa.chalybaea;0;0;1.983392038
38414;PB33;Lepidaploa.cotoneaster;0;0;1.983392038
38415;PB33;Leptohyptis.calida;0;0;1.983392038
38416;PB33;Leptoscela.ruellioides;0;0;1.983392038
38417;PB33;Leucochloron.limae;0;0;0.746816729
38418;PB33;Libidibia.ferrea;0;1;1.983392038
38419;PB33;Lindackeria.ovata;0;0;1.983392038
38420;PB33;Lippia.alba;0;0;1.983392038
38421;PB33;Lippia.grata;0;1;1.983392038
38422;PB33;Lippia.origanoides;0;0;1.983392038
38423;PB33;Lonchocarpus.sericeus;0;1;1.983392038
38424;PB33;Luehea.candicans;0;1;2.033641452
38425;PB33;Luehea.divaricata;0;0;1.983392038
38426;PB33;Luehea.grandiflora;0;0;2.033641452
38427;PB33;Luehea.paniculata;0;0;1.983392038
38428;PB33;Luetzelburgia.auriculata;0;1;1.983392038
38429;PB33;Machaerium.acutifolium;0;0;1.983392038
38430;PB33;Machaerium.brasiliense;0;0;2.033641452
38431;PB33;Machaerium.hirtum;0;0;1.983392038
38432;PB33;Machaerium.scleroxylon;0;0;1.983392038
38433;PB33;Machaerium.villosum;0;0;1.983392038
38434;PB33;Machaonia.acuminata;0;1;1.224017133
38435;PB33;Maclura.tinctoria;0;0;2.349410474
38436;PB33;Magonia.pubescens;0;0;1.983392038
38437;PB33;Malvastrum.tomentosum;0;0;1.983392038
38438;PB33;Mandevilla.dardanoi;0;0;1.983392038
38439;PB33;Mandevilla.tenuifolia;0;0;1.983392038
38440;PB33;Manihot.anomala;0;0;2.349410474
38441;PB33;Manihot.caerulescens;0;0;2.349410474
38442;PB33;Manihot.carthagenensis;0;1;2.349410474
38443;PB33;Manihot.dichotoma;0;1;1.983392038
38444;PB33;Manihot.glaziovii;1;0;1.983392038
38445;PB33;Manihot.leptopoda;0;0;1.983392038
38446;PB33;Manilkara.rufula;0;0;1.983392038
38447;PB33;Maprounea.guianensis;0;1;1.983392038
38448;PB33;Marsdenia.loniceroides;0;0;1.983392038
38449;PB33;Medusantha.martiusii;0;0;1.983392038
38450;PB33;Melocactus.zehntneri;0;1;1.983392038
38451;PB33;Melochia.tomentosa;0;0;1.983392038
38452;PB33;Microdesmia.rigida;0;0;1.983392038
38453;PB33;Microstachys.corniculata;0;0;1.983392038
38454;PB33;Microtea.glochidiata;0;0;1.983392038
38455;PB33;Mimosa.acutistipula;0;0;1.224017133
38456;PB33;Mimosa.arenosa;0;1;1.224017133
38457;PB33;Mimosa.caesalpiniifolia;0;1;1.224017133
38458;PB33;Mimosa.hexandra;0;0;1.224017133
38459;PB33;Mimosa.invisa;0;0;1.983392038
38460;PB33;Mimosa.lewisii;0;0;1.983392038
38461;PB33;Mimosa.ophthalmocentra;0;1;1.224017133
38462;PB33;Mimosa.paraibana;0;0;1.983392038
38463;PB33;Mimosa.pigra;0;0;1.983392038
38464;PB33;Mimosa.pteridifolia;0;0;1.224017133
38465;PB33;Mimosa.sensitiva;0;0;2.399659888
38466;PB33;Mimosa.tenuiflora;0;1;1.224017133
38467;PB33;Mimosa.verrucosa;0;0;2.399659888
38468;PB33;Monteverdia.imbricata;0;0;2.399659888
38469;PB33;Monteverdia.obtusifolia;0;0;1.224017133
38470;PB33;Monteverdia.rigida;0;1;1.224017133
38471;PB33;Moquiniastrum.oligocephalum;0;0;2.033641452
38472;PB33;Muellera.campestris;0;1;2.399659888
38473;PB33;Muellera.obtusa;0;1;0.746816729
38474;PB33;Myrcia.guianensis;0;0;2.349410474
38475;PB33;Myrcia.multiflora;0;0;2.349410474
38476;PB33;Myrcia.splendens;0;0;2.399659888
38477;PB33;Myrcia.tomentosa;0;0;2.349410474
38478;PB33;Myriopus.rubicundus;0;1;2.399659888
38479;PB33;Neocalyptrocalyx.longifolium;0;1;2.399659888
38480;PB33;Ouratea.parvifolia;0;0;2.399659888
38481;PB33;Oxalis.psoraleoides;0;0;2.399659888
38482;PB33;Paliavana.tenuiflora;0;0;2.399659888
38483;PB33;Parapiptadenia.zehntneri;0;1;1.224017133
38484;PB33;Parkia.platycephala;0;0;2.399659888
38485;PB33;Pavonia.blanchetiana;0;0;2.399659888
38486;PB33;Pavonia.glazioviana;0;0;2.399659888
38487;PB33;Pavonia.varians;0;0;2.399659888
38488;PB33;Peixotoa.jussieuana;0;0;2.399659888
38489;PB33;Peltogyne.confertiflora;0;1;2.399659888
38490;PB33;Peltogyne.pauciflora;0;0;2.399659888
38491;PB33;Peltophorum.dubium;0;0;2.399659888
38492;PB33;Pereskia.bahiensis;0;0;2.349410474
38493;PB33;Pilocarpus.spicatus;0;0;1.224017133
38494;PB33;Pilosocereus.catingicola;0;0;2.349410474
38495;PB33;Pilosocereus.pachycladus;0;1;2.349410474
38496;PB33;Pilosocereus.piauhyensis;0;0;2.399659888
38497;PB33;Pilosocereus.tuberculatus;0;0;2.399659888
38498;PB33;Piptadenia.retusa;1;0;1.224017133
38499;PB33;Piriqueta.sidifolia;0;0;2.399659888
38500;PB33;Pithecellobium.diversifolium;0;1;2.349410474
38501;PB33;Pityrocarpa.moniliformis;0;0;1.224017133
38502;PB33;Pityrocarpa.obliqua;0;0;2.399659888
38503;PB33;Plathymenia.reticulata;0;1;2.033641452
38504;PB33;Platymiscium.floribundum;0;0;2.399659888
38505;PB33;Platypodium.elegans;0;0;2.715428909
38506;PB33;Pleroma.heteromallum;0;0;2.715428909
38507;PB33;Plumbago.scandens;0;1;2.715428909
38508;PB33;Poecilanthe.ulei;0;1;1.224017133
38509;PB33;Poeppigia.procera;0;0;2.715428909
38510;PB33;Prockia.crucis;0;1;2.349410474
38511;PB33;Pseudobombax.longiflorum;0;0;2.715428909
38512;PB33;Pseudobombax.marginatum;1;0;2.715428909
38513;PB33;Pseudobombax.simplicifolium;0;0;2.715428909
38514;PB33;Psidium.appendiculatum;0;0;2.715428909
38515;PB33;Psidium.myrtoides;0;0;2.715428909
38516;PB33;Psidium.schenckianum;0;0;2.349410474
38517;PB33;Pterocarpus.villosus;0;0;2.715428909
38518;PB33;Pterodon abruptus (Moric.) Benth.;0;0;NA
38519;PB33;Pterogyne.nitens;0;0;2.715428909
38520;PB33;Ptilochaeta.bahiensis;0;1;2.715428909
38521;PB33;Qualea.grandiflora;0;0;2.033641452
38522;PB33;Qualea.parviflora;0;0;2.033641452
38523;PB33;Randia.armata;0;0;2.349410474
38524;PB33;Rhamnidium.elaeocarpum;0;0;2.715428909
38525;PB33;Rhamnidium.molle;0;1;2.349410474
38526;PB33;Ruellia.asperula;0;1;2.715428909
38527;PB33;Ruellia.bahiensis;0;0;2.715428909
38528;PB33;Ruellia.geminiflora;0;0;2.715428909
38529;PB33;Ruellia.paniculata;0;1;2.715428909
38530;PB33;Ruprechtia.laxiflora;0;0;2.715428909
38531;PB33;Sapindus.saponaria;0;0;2.715428909
38532;PB33;Sapium.argutum;0;0;2.349410474
38533;PB33;Sapium.glandulosum;0;1;2.349410474
38534;PB33;Sarcomphalus.joazeiro;0;1;2.715428909
38535;PB33;Schinopsis.brasiliensis;0;1;2.715428909
38536;PB33;Schinus.terebinthifolia;0;0;2.349410474
38537;PB33;Schoepfia.brasiliensis;0;0;2.349410474
38538;PB33;Sebastiania.brasiliensis;0;0;2.349410474
38539;PB33;Sebastiania.macrocarpa;0;1;2.349410474
38540;PB33;Senegalia.bahiensis;0;0;1.224017133
38541;PB33;Senegalia.langsdorffii;0;0;1.224017133
38542;PB33;Senegalia.martii;0;0;1.224017133
38543;PB33;Senegalia.piauhiensis;0;0;1.224017133
38544;PB33;Senegalia.polyphylla;0;1;1.224017133
38545;PB33;Senegalia.riparia;0;0;2.715428909
38546;PB33;Senegalia.tenuifolia;0;1;2.715428909
38547;PB33;Senna.acuruensis;0;0;1.224017133
38548;PB33;Senna.alata;0;0;1.224017133
38549;PB33;Senna.aurantia;0;0;2.715428909
38550;PB33;Senna.cana;0;0;2.349410474
38551;PB33;Senna.cearensis;0;0;1.224017133
38552;PB33;Senna.gardneri;0;0;1.224017133
38553;PB33;Senna.macranthera;0;0;2.349410474
38554;PB33;Senna.martiana;0;1;2.715428909
38555;PB33;Senna.occidentalis;0;1;2.715428909
38556;PB33;Senna.rizzinii;0;0;2.715428909
38557;PB33;Senna.spectabilis;0;1;2.715428909
38558;PB33;Senna.splendida;0;0;2.715428909
38559;PB33;Senna.trachypus;0;1;1.224017133
38560;PB33;Sesbania.exasperata;0;0;2.715428909
38561;PB33;Sida.ciliaris;0;1;2.715428909
38562;PB33;Sida.galheirensis;0;1;2.715428909
38563;PB33;Sida.glomerata;0;1;2.715428909
38564;PB33;Sida.spinosa;0;0;2.715428909
38565;PB33;Sidastrum.paniculatum;0;0;2.715428909
38566;PB33;Sideroxylon.obtusifolium;0;1;2.349410474
38567;PB33;Solanum.crinitum;0;0;2.349410474
38568;PB33;Solanum.gardneri;0;1;2.715428909
38569;PB33;Solanum.megalonyx;0;0;2.715428909
38570;PB33;Solanum.paludosum;0;0;2.715428909
38571;PB33;Solanum.paniculatum;0;0;2.715428909
38572;PB33;Solanum.rhytidoandrum;0;1;2.715428909
38573;PB33;Solanum.stipulaceum;0;0;2.349410474
38574;PB33;Spondias.mombin;0;1;2.715428909
38575;PB33;Spondias.tuberosa;0;1;2.349410474
38576;PB33;Stachytarpheta.coccinea;0;1;2.715428909
38577;PB33;Sterculia.striata;0;0;2.715428909
38578;PB33;Stigmaphyllon.paralias;0;0;2.715428909
38579;PB33;Stillingia.trapezoidea;0;0;2.715428909
38580;PB33;Strychnos.rubiginosa;0;0;2.715428909
38581;PB33;Stylosanthes.humilis;0;0;2.715428909
38582;PB33;Stylosanthes.viscosa;0;0;2.715428909
38583;PB33;Swartzia.flaemingii;0;0;2.715428909
38584;PB33;Sweetia.fruticosa;0;0;2.715428909
38585;PB33;Syagrus.cearensis;0;1;2.715428909
38586;PB33;Syagrus.coronata;0;0;2.715428909
38587;PB33;Syagrus.oleracea;0;0;2.715428909
38588;PB33;Tabebuia.aurea;0;1;2.715428909
38589;PB33;Tabebuia.reticulata;0;0;2.715428909
38590;PB33;Tabebuia.roseoalba;0;0;2.715428909
38591;PB33;Tacinga.inamoena;0;0;2.715428909
38592;PB33;Tacinga.palmadora;0;0;2.715428909
38593;PB33;Talisia.esculenta;0;0;2.715428909
38594;PB33;Terminalia.actinophylla;0;0;2.715428909
38595;PB33;Terminalia.fagifolia;0;0;2.715428909
38596;PB33;Terminalia.tetraphylla;0;0;2.715428909
38597;PB33;Tocoyena.formosa;0;0;2.715428909
38598;PB33;Tocoyena.sellowiana;0;1;2.349410474
38599;PB33;Tragia.volubilis;0;0;2.715428909
38600;PB33;Trema.micrantha;0;0;2.715428909
38601;PB33;Trichilia.elegans;0;0;2.349410474
38602;PB33;Trichilia.hirta;0;0;2.349410474
38603;PB33;Trigonia.nivea;0;0;2.715428909
38604;PB33;Triplaris.gardneriana;0;1;2.715428909
38605;PB33;Trischidium.molle;0;0;1.224017133
38606;PB33;Turnera.blanchetiana;0;1;2.715428909
38607;PB33;Turnera.calyptrocarpa;0;0;2.715428909
38608;PB33;Turnera.cearensis;0;0;2.715428909
38609;PB33;Turnera.diffusa;0;0;2.715428909
38610;PB33;Vachellia.farnesiana;0;1;2.715428909
38611;PB33;Varronia.curassavica;0;0;2.715428909
38612;PB33;Varronia.dardani;0;0;2.715428909
38613;PB33;Varronia.globosa;0;1;2.715428909
38614;PB33;Varronia.leucocephala;0;1;2.715428909
38615;PB33;Varronia.leucomalloides;0;0;2.715428909
38616;PB33;Varronia.multispicata;0;0;2.715428909
38617;PB33;Vatairea.macrocarpa;0;0;2.715428909
38618;PB33;Verbesina.macrophylla;0;0;2.715428909
38619;PB33;Vitex.cymosa;0;0;2.715428909
38620;PB33;Vitex.gardneriana;0;1;2.349410474
38621;PB33;Vitex.polygama;0;0;2.349410474
38622;PB33;Vitex.rufescens;0;0;2.715428909
38623;PB33;Vitex.schaueriana;0;0;2.715428909
38624;PB33;Waltheria.brachypetala;0;0;2.715428909
38625;PB33;Waltheria.ferruginea;0;0;2.715428909
38626;PB33;Waltheria.rotundifolia;0;0;2.715428909
38627;PB33;Wedelia.villosa;0;0;2.715428909
38628;PB33;Wissadula.amplissima;0;1;2.715428909
38629;PB33;Wissadula.contracta;0;1;2.715428909
38630;PB33;Ximenia.americana;0;1;2.349410474
38631;PB33;Ximenia.intermedia;0;0;2.715428909
38632;PB33;Xiquexique.gounellei;0;1;2.715428909
38633;PB33;Xylosma.ciliatifolia;0;0;2.349410474
38634;PB33;Zanthoxylum.hamadryadicum;0;0;2.715428909
38635;PB33;Zanthoxylum.petiolare;0;0;2.715428909
38636;PB33;Zanthoxylum.rhoifolium;0;1;2.715428909
38637;PB33;Zanthoxylum.riedelianum;0;0;2.715428909
38638;PB33;Zanthoxylum.stelligerum;0;0;2.715428909
38639;PB33;Zeyheria.tuberculosa;0;0;2.715428909
38640;PB33;Ziziphus.cotinifolia;0;1;2.715428909
38641;PB34;Acalypha.brasiliensis;0;0;0.857998697
38642;PB34;Aeschynomene.martii;0;0;0.857998697
38643;PB34;Agonandra.brasiliensis;0;0;0.857998697
38644;PB34;Albizia.inundata;0;0;0.857998697
38645;PB34;Albizia.niopoides;0;0;0.857998697
38646;PB34;Albizia.polycephala;0;0;0.857998697
38647;PB34;Alibertia.edulis;0;0;2.349410474
38648;PB34;Allamanda.blanchetii;0;0;0.857998697
38649;PB34;Allophylus.edulis;0;0;2.349410474
38650;PB34;Allophylus.quercifolius;0;1;2.349410474
38651;PB34;Allophylus.racemosus;0;0;2.349410474
38652;PB34;Alseis.floribunda;0;0;0.857998697
38653;PB34;Alternanthera.brasiliana;0;0;0.857998697
38654;PB34;Alternanthera.tenella;0;0;0.857998697
38655;PB34;Amasonia.campestris;0;0;0.857998697
38656;PB34;Amburana.cearensis;0;1;0.857998697
38657;PB34;Anacardium.occidentale;0;0;0.857998697
38658;PB34;Anadenanthera.colubrina;1;0;0.857998697
38659;PB34;Anisacanthus.trilobus;0;0;0.857998697
38660;PB34;Annona.leptopetala;0;0;0.857998697
38661;PB34;Annona.vepretorum;0;0;2.349410474
38662;PB34;Apuleia.leiocarpa;0;0;0.857998697
38663;PB34;Aralia.warmingiana;0;1;0.857998697
38664;PB34;Arrojadoa.rhodantha;0;1;0.857998697
38665;PB34;Aspidosperma.cuspa;0;0;2.033641452
38666;PB34;Aspidosperma.discolor;0;0;0.857998697
38667;PB34;Aspidosperma.multiflorum;0;0;2.033641452
38668;PB34;Aspidosperma.pyrifolium;1;0;0.857998697
38669;PB34;Aspidosperma.subincanum;0;0;0.857998697
38670;PB34;Astronium.fraxinifolium;0;0;0.857998697
38671;PB34;Astronium.urundeuva;1;0;0.857998697
38672;PB34;Averrhoidium.gardnerianum;0;0;2.349410474
38673;PB34;Balfourodendron.molle;0;0;0.857998697
38674;PB34;Barnebya.harleyi;0;0;0.857998697
38675;PB34;Bauhinia.acuruana;0;0;0.857998697
38676;PB34;Bauhinia.cheilantha;0;1;1.224017133
38677;PB34;Bauhinia.dubia;0;0;0.857998697
38678;PB34;Bauhinia.forficata;0;0;0.857998697
38679;PB34;Bauhinia.pentandra;0;0;1.224017133
38680;PB34;Bauhinia.pulchella;0;0;1.224017133
38681;PB34;Bauhinia.subclavata;0;0;0.857998697
38682;PB34;Bauhinia.ungulata;0;0;1.224017133
38683;PB34;Begonia.saxicola;0;0;0.857998697
38684;PB34;Borreria.verticillata;0;0;0.857998697
38685;PB34;Bougainvillea.praecox;0;0;0.857998697
38686;PB34;Bowdichia.virgilioides;0;0;1.224017133
38687;PB34;Brosimum.gaudichaudii;0;0;2.349410474
38688;PB34;Brunfelsia.uniflora;0;1;0.857998697
38689;PB34;Buchenavia.tetraphylla;0;0;0.857998697
38690;PB34;Byrsonima.gardneriana;0;0;2.349410474
38691;PB34;Byrsonima.sericea;0;0;2.349410474
38692;PB34;Byrsonima.vacciniifolia;0;0;2.349410474
38693;PB34;Calliandra.aeschynomenoides;0;0;0.857998697
38694;PB34;Calliandra.depauperata;0;1;0.857998697
38695;PB34;Calliandra.umbellifera;0;0;0.857998697
38696;PB34;Callisthene.fasciculata;0;0;0.857998697
38697;PB34;Callisthene.microphylla;0;0;2.033641452
38698;PB34;Campomanesia.aromatica;0;0;0.857998697
38699;PB34;Campomanesia.eugenioides;0;1;2.349410474
38700;PB34;Campomanesia.velutina;0;0;0.857998697
38701;PB34;Capsicum.parvifolium;0;1;0.857998697
38702;PB34;Casearia.guianensis;0;0;2.349410474
38703;PB34;Casearia.selloana;0;0;2.349410474
38704;PB34;Casearia.sylvestris;0;0;2.349410474
38705;PB34;Cassia.ferruginea;0;0;0.857998697
38706;PB34;Cavanillesia.umbellata;0;0;0.857998697
38707;PB34;Cecropia.pachystachya;0;0;0.857998697
38708;PB34;Cedrela.fissilis;0;0;0.857998697
38709;PB34;Cedrela.odorata;0;1;0.857998697
38710;PB34;Ceiba.glaziovii;0;1;0.857998697
38711;PB34;Ceiba.pubiflora;0;0;0.857998697
38712;PB34;Celtis.brasiliensis;0;0;2.349410474
38713;PB34;Celtis.iguanaea;0;0;2.349410474
38714;PB34;Cenostigma.bracteosum;0;1;1.224017133
38715;PB34;Cenostigma.macrophyllum;0;0;1.224017133
38716;PB34;Cenostigma.microphyllum;0;0;1.224017133
38717;PB34;Cenostigma.nordestinum;0;1;1.224017133
38718;PB34;Cenostigma.pluviosum;0;0;1.224017133
38719;PB34;Cenostigma.pyramidale;1;0;1.224017133
38720;PB34;Centrolobium.sclerophyllum;0;0;0.857998697
38721;PB34;Cereus.albicaulis;0;0;0.857998697
38722;PB34;Cereus.jamacaru;0;1;0.857998697
38723;PB34;Chamaecrista.amiciella;0;0;0.857998697
38724;PB34;Chamaecrista.belemii;0;0;0.857998697
38725;PB34;Chamaecrista.calycioides;0;0;0.857998697
38726;PB34;Chamaecrista.desvauxii;0;0;0.857998697
38727;PB34;Chamaecrista.duckeana;0;1;0.857998697
38728;PB34;Chamaecrista.eitenorum;0;0;1.224017133
38729;PB34;Chamaecrista.flexuosa;0;0;0.857998697
38730;PB34;Chamaecrista.nictitans;0;0;0.857998697
38731;PB34;Chamaecrista.ramosa;0;0;0.857998697
38732;PB34;Chamaecrista.zygophylloides;0;0;0.857998697
38733;PB34;Chiococca.alba;0;0;0.857998697
38734;PB34;Chloroleucon.dumosum;0;1;0.857998697
38735;PB34;Chloroleucon.foliolosum;0;1;1.590035568
38736;PB34;Chloroleucon.mangense;0;0;1.064206894
38737;PB34;Chloroleucon.tortum;0;0;1.064206894
38738;PB34;Chomelia.obtusa;0;0;2.349410474
38739;PB34;Chrysophyllum.marginatum;0;0;2.349410474
38740;PB34;Clidemia.hirta;0;0;1.112835165
38741;PB34;Clusia.nemorosa;0;0;2.349410474
38742;PB34;Cnidoscolus.bahianus;0;1;1.43022533
38743;PB34;Cnidoscolus.oligandrus;0;0;1.590035568
38744;PB34;Cnidoscolus.pubescens;0;0;1.590035568
38745;PB34;Cnidoscolus.quercifolius;0;1;1.43022533
38746;PB34;Cnidoscolus.vitifolius;0;0;1.43022533
38747;PB34;Coccoloba.schwackeana;0;0;2.349410474
38748;PB34;Cochlospermum.regium;0;1;1.590035568
38749;PB34;Cochlospermum.vitifolium;0;1;2.033641452
38750;PB34;Colicodendron.yco;0;0;1.590035568
38751;PB34;Colubrina.cordifolia;0;0;1.224017133
38752;PB34;Combretum.duarteanum;0;0;1.590035568
38753;PB34;Combretum.glaucocarpum;0;0;2.033641452
38754;PB34;Combretum.hilarianum;0;1;1.590035568
38755;PB34;Combretum.lanceolatum;0;1;1.590035568
38756;PB34;Combretum.laxum;0;1;2.033641452
38757;PB34;Combretum.leprosum;0;1;2.033641452
38758;PB34;Combretum.mellifluum;0;0;2.033641452
38759;PB34;Combretum.monetaria;0;1;2.033641452
38760;PB34;Commiphora.leptophloeos;1;0;2.349410474
38761;PB34;Conocliniopsis.prasiifolia;0;0;1.590035568
38762;PB34;Copaifera.coriacea;0;0;2.349410474
38763;PB34;Copaifera.langsdorffii;0;0;1.590035568
38764;PB34;Copaifera.martii;0;0;2.349410474
38765;PB34;Copernicia.prunifera;0;0;1.590035568
38766;PB34;Corchorus.hirtus;0;1;1.590035568
38767;PB34;Cordia.glabrata;0;0;1.590035568
38768;PB34;Cordia.glazioviana;0;0;1.590035568
38769;PB34;Cordia.incognita;0;0;1.590035568
38770;PB34;Cordia.oncocalyx;0;0;1.590035568
38771;PB34;Cordia.rufescens;0;0;1.590035568
38772;PB34;Cordia.trichotoma;0;1;1.590035568
38773;PB34;Cordiera.concolor;0;0;1.590035568
38774;PB34;Cordiera.rigida;0;0;1.590035568
38775;PB34;Cordiera.sessilis;0;0;1.590035568
38776;PB34;Coutarea.hexandra;0;0;2.033641452
38777;PB34;Cratylia.mollis;0;0;1.590035568
38778;PB34;Crotalaria.bahiensis;0;0;1.590035568
38779;PB34;Crotalaria.holosericea;0;0;1.590035568
38780;PB34;Croton.adamantinus;0;0;1.590035568
38781;PB34;Croton.adenocalyx;0;1;1.590035568
38782;PB34;Croton.adenodontus;0;0;1.590035568
38783;PB34;Croton.betaceus;0;0;1.590035568
38784;PB34;Croton.blanchetianus;0;1;1.224017133
38785;PB34;Croton.campestris;0;0;1.590035568
38786;PB34;Croton.conduplicatus;0;0;1.590035568
38787;PB34;Croton.echioides;0;1;1.590035568
38788;PB34;Croton.grewioides;0;0;1.590035568
38789;PB34;Croton.heliotropiifolius;0;1;1.590035568
38790;PB34;Croton.jacobinensis;1;0;1.590035568
38791;PB34;Croton.micans;0;0;1.590035568
38792;PB34;Croton.mollis;0;0;1.590035568
38793;PB34;Croton.nepetifolius;0;0;1.667623016
38794;PB34;Croton.rudolphianus;0;0;1.667623016
38795;PB34;Croton.tricolor;0;0;1.667623016
38796;PB34;Croton.urticifolius;0;0;1.667623016
38797;PB34;Cupania.impressinervia;0;0;1.667623016
38798;PB34;Cuphea.campestris;0;1;1.667623016
38799;PB34;Curatella.americana;0;0;2.349410474
38800;PB34;Cuspidaria.lateriflora;0;0;1.667623016
38801;PB34;Cynophalla.flexuosa;0;1;1.667623016
38802;PB34;Cynophalla.hastata;0;1;1.667623016
38803;PB34;Cyrtocarpa.caatingae;0;0;2.349410474
38804;PB34;Dahlstedtia.araripensis;0;0;1.667623016
38805;PB34;Dalbergia.cearensis;0;0;1.667623016
38806;PB34;Dalbergia.frutescens;0;0;1.667623016
38807;PB34;Desmanthus.virgatus;0;0;1.667623016
38808;PB34;Desmodium.glabrum;0;0;1.667623016
38809;PB34;Dilodendron.bipinnatum;0;0;1.667623016
38810;PB34;Ditaxis.desertorum;0;1;1.667623016
38811;PB34;Ditaxis.malpighiacea;0;1;1.667623016
38812;PB34;Enterolobium.contortisiliquum;0;0;1.667623016
38813;PB34;Enterolobium.timbouva;0;0;1.667623016
38814;PB34;Ephedranthus.pisocarpus;0;0;2.349410474
38815;PB34;Eplingiella.fruticosa;0;0;1.667623016
38816;PB34;Eremanthus.capitatus;0;0;1.667623016
38817;PB34;Erythrina.velutina;0;1;1.667623016
38818;PB34;Erythroxylum.barbatum;0;0;2.349410474
38819;PB34;Erythroxylum.betulaceum;0;0;1.667623016
38820;PB34;Erythroxylum.caatingae;0;0;2.349410474
38821;PB34;Erythroxylum.deciduum;0;0;2.349410474
38822;PB34;Erythroxylum.laetevirens;0;0;1.667623016
38823;PB34;Erythroxylum.maracasense;0;0;2.349410474
38824;PB34;Erythroxylum.pungens;0;1;2.349410474
38825;PB34;Erythroxylum.revolutum;0;0;2.349410474
38826;PB34;Erythroxylum.suberosum;0;0;2.349410474
38827;PB34;Erythroxylum.subrotundum;0;0;2.349410474
38828;PB34;Eugenia.aurata;0;0;2.349410474
38829;PB34;Eugenia.azuruensis;0;0;1.983392038
38830;PB34;Eugenia.candolleana;0;0;2.349410474
38831;PB34;Eugenia.dysenterica;0;0;2.349410474
38832;PB34;Eugenia.flavescens;0;0;2.349410474
38833;PB34;Eugenia.florida;0;0;2.349410474
38834;PB34;Eugenia.ligustrina;0;0;1.983392038
38835;PB34;Eugenia.punicifolia;0;0;1.983392038
38836;PB34;Eugenia.pyriformis;0;1;2.349410474
38837;PB34;Eugenia.stictopetala;0;0;2.349410474
38838;PB34;Eugenia.uniflora;0;0;1.983392038
38839;PB34;Euphorbia.comosa;0;0;1.983392038
38840;PB34;Euphorbia.phosphorea;0;1;1.983392038
38841;PB34;Fraunhofera.multiflora;0;1;1.224017133
38842;PB34;Fridericia.dispar;0;0;1.983392038
38843;PB34;Geoffroea.spinosa;0;0;1.983392038
38844;PB34;Godmania.dardanoi;0;0;1.983392038
38845;PB34;Goniorrhachis.marginata;0;0;1.983392038
38846;PB34;Guapira.graciliflora;0;0;2.349410474
38847;PB34;Guapira.laxa;0;1;2.349410474
38848;PB34;Guapira.noxia;0;1;2.349410474
38849;PB34;Guapira.opposita;0;0;2.349410474
38850;PB34;Guapira.tomentosa;0;0;2.349410474
38851;PB34;Guazuma.ulmifolia;0;0;1.983392038
38852;PB34;Guettarda.angelica;0;1;2.349410474
38853;PB34;Guettarda.platypoda;0;0;1.983392038
38854;PB34;Guettarda.sericea;0;1;1.983392038
38855;PB34;Guettarda.viburnoides;0;0;2.349410474
38856;PB34;Handroanthus.chrysotrichus;0;0;1.983392038
38857;PB34;Handroanthus.heptaphyllus;0;0;1.983392038
38858;PB34;Handroanthus.impetiginosus;0;1;1.983392038
38859;PB34;Handroanthus.ochraceus;0;0;1.983392038
38860;PB34;Handroanthus.serratifolius;0;0;1.983392038
38861;PB34;Handroanthus.spongiosus;0;1;1.983392038
38862;PB34;Harpochilus.neesianus;0;0;1.983392038
38863;PB34;Harrisia.adscendens;0;1;1.983392038
38864;PB34;Helicteres.baruensis;0;1;1.983392038
38865;PB34;Helicteres.brevispira;0;1;1.224017133
38866;PB34;Helicteres.eichleri;0;0;1.983392038
38867;PB34;Helicteres.heptandra;0;0;1.983392038
38868;PB34;Helicteres.muscosa;0;0;1.983392038
38869;PB34;Helicteres.velutina;0;0;1.983392038
38870;PB34;Heteropterys.trichanthera;0;0;1.983392038
38871;PB34;Hexasepalum.apiculatum;0;0;1.983392038
38872;PB34;Hirtella.racemosa;0;0;2.349410474
38873;PB34;Homalolepis.cuneata;0;0;1.983392038
38874;PB34;Hymenaea.courbaril;0;0;1.983392038
38875;PB34;Hymenaea.eriogyne;0;0;2.349410474
38876;PB34;Hymenaea.martiana;0;0;1.983392038
38877;PB34;Hymenaea.stigonocarpa;0;0;1.983392038
38878;PB34;Hymenaea.velutina;0;0;2.349410474
38879;PB34;Ilex.brevicuspis;0;0;1.983392038
38880;PB34;Indigofera.suffruticosa;0;0;1.983392038
38881;PB34;Inga.vera;0;0;1.983392038
38882;PB34;Jacaranda.brasiliana;0;0;1.983392038
38883;PB34;Jacaranda.jasminoides;0;0;1.983392038
38884;PB34;Jacaranda.rugosa;0;0;1.983392038
38885;PB34;Jacaratia.corumbensis;0;1;2.349410474
38886;PB34;Jatropha.mollissima;1;0;1.43022533
